subjectCode,courseNumber,distDesg,courseTitle
EAST,380,['YCSO'],Inequality and Social Change in China
EAST,431,['YCSO'],North Korea and Religion
E&EB,220,"['YCSC', 'YPYA']",General Ecology
E&EB,230,['YCSC'],Field Ecology
E&EB,335,"['YCSC', 'YCWR']",Evolution and Medicine
E&EB,295,['YCSC'],Life in Motion: Ecological and Evolutionary Physiology
E&EB,354,['YCSC'],Phylogenetic Biology
E&EB,464,"['YANB', 'YCSC', 'YCSO']",Human Osteology
E&EB,269,['YCSC'],Bird Behavior
ECON,108,"['YCQR', 'YCSO', 'YEC6', 'YECI']",Quantitative Foundations of Microeconomics
ECON,110,"['YCQR', 'YCSO', 'YEC6', 'YECI']",An Introduction to Microeconomic Analysis
ECON,111,"['YCSO', 'YECI', 'YECM']",An Introduction to Macroeconomic Analysis
ECON,115,"['YCQR', 'YCSO', 'YEC6', 'YECI']",Introductory Microeconomics
ECON,116,"['YCSO', 'YECI', 'YECM']",Introductory Macroeconomics
ECON,117,"['YCQR', 'YCSO', 'YEC5', 'YECC']",Introduction to Data Analysis and Econometrics
ECON,121,"['YCQR', 'YCSO', 'YEC6', 'YECC']",Intermediate Microeconomics
ECON,123,"['YCQR', 'YCSO', 'YEC5', 'YECC']",Intermediate Data Analysis and Econometrics
ECON,125,"['YCQR', 'YCSO', 'YEC6', 'YECC']",Microeconomic Theory
ECON,135,"['YCQR', 'YCSO', 'YEC5', 'YECC']",Introduction to Probability and Statistics
ECON,170,"['YCSO', 'YEC8', 'YECH']",Health Economics and Public Policy
ECON,251,"['YCQR', 'YCSO', 'YECF']",Financial Economics
ECON,330,"['YCQR', 'YCSO', 'YEC1', 'YEC8']",Economics of Natural Resources
ECON,350,"['YCQR', 'YCSO', 'YEC6']",Mathematical Economics: General Equilibrium Theory
ECON,363,"['YCSO', 'YEC4', 'YECM', 'YXWR']",The Global Financial Crisis
ECON,407,"['YCSO', 'YEC4', 'YECF']",International Finance
ECON,414,"['YCSO', 'YEC3']",Economic Models of New Technology
ECON,424,"['YCSO', 'YECF', 'YECM']",Central Banking
ECON,438,"['YCSO', 'YEC5', 'YECP']","Applied Econometrics: Politics, Sports, Microeconomics"
ECON,444,"['YCSO', 'YECF']",Market Inefficiencies and the Limits of Arbitrage
ECON,453,"['YCSO', 'YECL', 'YECP']",The Economics of Gender
ECON,456,"['YCSO', 'YECF']",Private Equity Investing
ECON,467,"['YCSO', 'YEC2', 'YECM']",Economic Evolution of the Latin American and Caribbean Countries
ECON,472,"['YCSO', 'YEC4', 'YECM']",Economics of Artificial Intelligence and Innovation
ECON,475,"['YEC8', 'YECW']","Discrimination in Law, Theory, and Practice"
ECON,481,"['YCSO', 'YEC5', 'YEC8']",Empirical Microeconomics
ECON,479,"['YCSO', 'YEC6', 'YEC8']",The Economics and Psychology of Poverty
ECON,486,"['YCSO', 'YEC3', 'YECM']",Dynamic Games
ECON,420,"['YCSO', 'YEC5']",Applied Microeconometrics
ECON,434,"['YCSO', 'YEC8', 'YECL']",Labor Economics: Inequality and Social Mobility
ECON,338,['YCSO'],Inside the Next China
ECON,432,"['YCSO', 'YEC4', 'YEC8', 'YECM']",Economics of Social Catastrophes: Climate Change and Pandemics
ECON,185,['YCSO'],Global Economy
ECON,452,"['YCSO', 'YECD', 'YECM']",Development Economics: Focus on South Asia
EDST,140,"['YCSO', 'YPYS']",Developmental Psychology
EDST,237,"['YCSO', 'YPYN']",Language and Mind
EDST,125,"['YCSO', 'YCWR', 'YPYS']",Child Development
EDST,130,['YCHU'],The Long Civil Rights Movement
EDST,238,"['YCSO', 'YCWR']","The Education Beat: Writing on Policy, Learning, and Life"
EDST,209,"['YCHU', 'YCWR']","Identity, Diversity, and Policy in U.S. Education"
EGYP,157,[],Ancient Egyptian Love Poetry
EGYP,137,['YCL3'],Gnostic Texts in Coptic
EGYP,177,[],Egyptian Rock Inscriptions
EENG,200,"['YCQR', 'YCSC', 'YCWR']",Introduction to Electronics
EENG,408,[],Emerging CMOS Technology and Beyond
EENG,425,['YCQR'],Introduction to VLSI System Design
EENG,401,"['YCQR', 'YCSC']",Photonics and Optical Electronics
EENG,475,"['YCQR', 'YCSC', 'YPYA']",Computational Vision and Biological Perception
EENG,439,[],Neural Networks and Learning Systems
EENG,431,['YCSC'],Foundations of Data Science
ENRG,300,"['YCSC', 'YCSO']",Multidisciplinary Topics in World Energy
ENAS,440,['YCQR'],"Applied Numerical Methods for Algebraic Systems, Eigensystems, and Function Approximation"
ENAS,050,['YCSC'],Science of Modern Technology and Public Policy
ENGL,011,"['YCHU', 'YCWR']",Lincoln in Thought and Action
ENGL,015,"['YCHU', 'YCWR']",South African Writing after Apartheid
ENGL,183,"['YCHU', 'YCWR']",Poetry since 1950
ENGL,187,['YCHU'],Love and Hate in the American South
ENGL,217,"['YCHU', 'YCWR', 'YENJ']",Shakespeare's Political Plays
ENGL,250,"['YCHU', 'YCWR', 'YENJ']",Romanticism and Anti-Romanticism
ENGL,356,"['YCHU', 'YCWR', 'YENJ']",The Young Adult Dystopian Novel
ENGL,378,"['YCHU', 'YCWR', 'YENS']",Challenges to Realism in Contemporary African Fiction
ENGL,467,"['YCWR', 'YENW', 'YGLR']",Journalism
ENGL,198,['YCHU'],"Internet Cultures, Histories, Networks, and Practices"
ENGL,016,"['YCHU', 'YCWR']",The Problem of Beauty
ENGL,189,['YCHU'],Literature and Social Justice
ENGL,230,"['YCHU', 'YCWR', 'YENJ']","Paleography & Empire, 1500-1800"
ENGL,220,"['YCHU', 'YCWR', 'YENJ']",Growing Up in the Victorian Novel
ENGL,285,"['YCHU', 'YENJ']",Mormonism
ENGL,330,"['YCHU', 'YCWR', 'YENS']",Henry James
ENGL,321,"['YCHU', 'YCWR', 'YENS']",Austen and Brontë and the New Woman Novel
ENGL,211,['YCHU'],Acting Shakespeare
ENGL,361,"['YCHU', 'YENJ']",Theater Now
ENGL,031,"['YCHU', 'YCWR']",Religion and Science Fiction
ENGL,280,"['YCHU', 'YCWR', 'YENJ']","Poetry, Film, Music and Art: John Ashbery's Work"
ENGL,236,['YCHU'],Dystopic and Utopian Fictions
ENGL,440,"['YCHU', 'YCWR', 'YENS']",Poetry and Debates on the Value of Arts and Humanities
ENGL,007,['YCHU'],Literature of the Black South
ENGL,245,"['YCHU', 'YCWR', 'YENJ']","Land, Liberty, and Slavery from Hobbes to Defoe"
ENGL,145,['YCHU'],Introduction to Television
ENGL,265,"['YCHU', 'YCWR', 'YENJ']",James Baldwin's American Scene
ENGL,009,"['YCHU', 'YCWR']",Literature of the Lonely
ENVE,438,"['YCQR', 'YCSC']",Environmental Organic Chemistry
ENVE,448,"['YCQR', 'YCSC']",Environmental Transport Processes
ENVE,314,"['YCQR', 'YCSC']",Transport Phenomena I
EVST,324,"['YANS', 'YCSO']",Environmental Justice in South Asia
EVST,221,['YCSC'],Field Ecology
EVST,223,"['YCSC', 'YPYA']",General Ecology
EVST,237,"['YCHU', 'YCWR', 'YENJ']",Animals in Literature and Theory
EVST,422,"['YCSO', 'YCWR']",Climate and Society from Past to Present
EVST,347,['YCSC'],Introduction to Environmental Chemistry
EVST,127,['YCSO'],Health and Illness in Social Context
EVST,323,['YCSC'],Wetlands Ecology Conservation & Management
EVST,340,"['YCQR', 'YCSO', 'YEC1', 'YEC8']",Economics of Natural Resources
EVST,030,"['YCHU', 'YCSO']",Origins of Civilization: Egypt and Mesopotamia
EVST,304,['YCSO'],"Space, Place, and Landscape"
EVST,396,[],Independent Study: Environmental Studies
EP&E,286,"['YEC8', 'YECW', 'YEPA']","Discrimination in Law, Theory, and Practice"
EP&E,298,"['YCSO', 'YEC5', 'YEC8']",Empirical Microeconomics
EP&E,309,"['YCSO', 'YEPA']","Democracy Incorporated: Business, Politics, and Ethics"
EP&E,362,['YCHU'],The Morality of Reparations
EP&E,396,['YCSO'],American Progressivism and Its Critics
EP&E,354,"['YCSO', 'YEPA']",Rethinking the Political Enlightenment
EP&E,295,"['YCQR', 'YCSO', 'YGLR']",Game Theory and Political Science
EP&E,360,['YCHU'],Sound of the Police: The Idea of Order after the French Revolution
EP&E,346,"['YCSO', 'YCWR']",Global Health Ethics
EP&E,316,['YCSO'],Governing China
EP&E,356,['YEPA'],Constitutional Law and Business Ethics
ER&M,349,['YCHU'],From the Voting Rights Act to #blacklivesmatter
ER&M,282,['YCHU'],"Asian American History, 1800 to the Present"
ER&M,324,"['YCHU', 'YCSO']",Asian Diasporas since 1800
ER&M,408,['YCHU'],Race and Comedy
ER&M,440,['YCHU'],"Antiracism, Racial Justice, and Freedom"
ER&M,219,['YCHU'],Jewish History and Thought to Early Modern Times
ER&M,218,['YCHU'],"Ethnicity, Religion, and Nationality in Modern Jewish Culture"
ER&M,394,"['YCSO', 'YCWR']",Climate and Society from Past to Present
ER&M,228,"['YCHU', 'YCWR']","Pirates, Rebels, and Revolutionaries: Caribbean History from 1400–Present"
ER&M,127,['YCSO'],Health and Illness in Social Context
ER&M,264,['YCSO'],Sex and Gender in Society
ER&M,241,"['YANS', 'YCHU', 'YCSO']",The Corporation
ER&M,381,['YCSO'],"Space, Place, and Landscape"
ER&M,353,['YCHU'],"Race, Radicalism, and Migration in Latinx History"
ER&M,306,['YCHU'],Literature at the Limit from Palestine and Israel
ER&M,372,['YCHU'],Visual Encounters in the Early Modern Atlantic World
ER&M,292,"['YCHU', 'YCWR']","Identity, Diversity, and Policy in U.S. Education"
ER&M,431,['YCSO'],Community Organizing Theory and Practice
ER&M,336,['YCHU'],South Asians in America
ER&M,363,['YCHU'],Ethnic Studies and the Social Imagination
ER&M,302J,"['YCHU', 'YCWR']",Asian Americans and the Law in 20th C. U.S. History
ER&M,470,[],Independent Study
ER&M,231,['YCHU'],"Hitler, Stalin, and Us"
ER&M,412,['YCSO'],Native American Health
ER&M,117,['YCSO'],Language in America
ER&M,100,[],"Workshops in Ethnicity, Race, and Migration"
FILM,394,['YCHU'],"Internet Cultures, Histories, Networks, and Practices"
FILM,325,"['YCHU', 'YCWR']",German Cinema 1918–1933
FILM,334,"['YCHU', 'YENJ']",Mormonism
FILM,307,['YCHU'],East Asian Martial Arts Film
FILM,448,['YCHU'],Japanese Cinema after 1960
FILM,362,['YCHU'],Representing the Holocaust
FILM,327,['YCHU'],Studies in Documentary Film
FILM,432,['YCHU'],World  War  II:  Homefront  Literature and Film
FILM,357,['YCHU'],Anatomy of an Actor: Performance on Film
FILM,318,['YCHU'],German Film from 1945 to the Present
FILM,170,['YCHU'],Introduction to Television
F&ES,221,['YCSC'],Field Ecology
F&ES,422,"['YCSO', 'YCWR']",Climate and Society from Past to Present
FREN,160,['YCL5'],"Advanced Conversation Through Culture, Film, and Media"
FREN,170,"['YCHU', 'YCL5']",Introduction to Literatures in French
FREN,384,['YCHU'],Representing the Holocaust
FREN,345,"['YCHU', 'YCL5']",The Prose Poem
FREN,270,"['YCHU', 'YCWR']",Mad Poets of the Nineteenth and Twentieth Century
GMAN,379,"['YCHU', 'YCWR']",German Cinema 1918–1933
GMAN,254,"['YCHU', 'YCWR']",Jewish Philosophy
GMAN,214,"['YCHU', 'YCWR']",Mad Poets of the Nineteenth and Twentieth Century
GMAN,165,"['YCHU', 'YCL5']",The German Fairy Tale and its Legacy
GMAN,378,['YCHU'],German Fiction Around 1800
GMAN,345,['YCHU'],Sound of the Police: The Idea of Order after the French Revolution
GMAN,355,['YCHU'],German Film from 1945 to the Present
GMAN,377,['YCHU'],Karl Marx's <em>Capital</em>
GLBL,394,"['YCSO', 'YCWR']",Climate and Society from Past to Present
GLBL,310,"['YCSO', 'YEC4', 'YECF']",International Finance
GLBL,308,"['YCSO', 'YECF', 'YECM']",Central Banking
GLBL,307,"['YCSO', 'YEC2', 'YECM']",Economic Evolution of the Latin American and Caribbean Countries
GLBL,203,[],Globalization and Domestic Politics
GLBL,309,['YCSO'],The Rise of China
GLBL,318,['YCSO'],Inside the Next China
GLBL,215,['YCSO'],Populism
GLBL,237,['YCSO'],Global Economy
HLTH,420,"['YCSO', 'YCWR']",Global Health Ethics
HEBR,117,['YCL1'],Elementary Biblical Hebrew I
HEBR,471,[],Directed Reading and Research
HIST,137J,['YCHU'],From the Voting Rights Act to #blacklivesmatter
HIST,184,"['PREI', 'YCHU', 'YCWR']",The Rise and Fall of Atlantic Slavery
HIST,016,"['YCHU', 'YCWR']",Significance of American Slavery
HIST,183,['YCHU'],"Asian American History, 1800 to the Present"
HIST,001,['YCHU'],African American Freedom Movements in the Twentieth Century
HIST,034,"['YCHU', 'YCWR']",Cuba from Slavery to Revolution
HIST,060,"['YCHU', 'YCWR']",History of Crime and Punishment
HIST,110J,"['YCHU', 'YCWR']","Childbirth in America, 1650-2000"
HIST,111,"['PREI', 'YCHU']","Introduction to American History, 1492 to 1865"
HIST,203,"['PREI', 'YCHU']","The Late Antique World, c. 300–650"
HIST,219,"['PREI', 'YCHU']",Jewish History and Thought to Early Modern Times
HIST,225J,"['PREI', 'YCHU', 'YCWR']",Perfect Worlds? Utopia and Dystopia  in Western Cultures
HIST,240J,"['YCHU', 'YCWR']","Government, Law, and Society in Modern Russia, 1853-1953"
HIST,280,"['PREI', 'YCHU']",The Catholic Intellectual Tradition
HIST,302J,"['YCHU', 'YCWR']",Korea and the Japanese Empire in Critical Contexts
HIST,303J,"['YCHU', 'YCWR']",Hong Kong and China: A Cross-Border History
HIST,346,['YCHU'],Making of Modern Iran
HIST,353,['YCHU'],20th Century Japan: Empire & Aftermath
HIST,361,['YCHU'],History of Brazil
HIST,415J,"['YCHU', 'YCWR']",The Problem of Global Poverty
HIST,435J,"['YCHU', 'YCWR']",Colonial Cities: A Global Seminar
HIST,481J,"['YCHU', 'YCWR']",Grand Narratives in Global History
HIST,342,"['PREI', 'YCHU']","Mughal India, 1500–1800"
HIST,159,['YCHU'],From Jesus to Muhammad: Ancient Christianity to the Rise of Islam
HIST,118J,"['YCHU', 'YCWR']","U.S. Immigration Policy: History, Politics, and Activism, 1607-Present"
HIST,226J,"['PREI', 'YCHU', 'YCWR']","Jews and Christians in the Formation of Europe, 500-1500"
HIST,338,"['YCHU', 'YCWR']","Pirates, Rebels, and Revolutionaries: Caribbean History from 1400–Present"
HIST,150J,"['YCHU', 'YCWR']",Healthcare for the Urban Poor
HIST,170J,"['YCHU', 'YCWR']",Native Peoples and the Making of the Southwest
HIST,374J,"['PREI', 'YCHU', 'YCWR']",African Systems of Thought
HIST,239J,"['PREI', 'YCHU', 'YCWR']",Plague in Early Modern Europe
HIST,241J,"['PREI', 'YCHU', 'YCWR']","Developing the First Modern Global Corporation: The Jesuits in Europe’s Empires, 1540–1750"
HIST,243J,"['YCHU', 'YCWR']",The Jewish Metropolis: Warsaw before the Holocaust 	
HIST,175J,"['YCHU', 'YCWR']",Movements for Black Freedom in the Nineteenth-Century Americas
HIST,417,['YCHU'],Histories of Confinement: From Atlantic Slavery to Social Distancing
HIST,243,"['PREI', 'YCHU']","State and Society in Early Modern France, 1515–1715"
HIST,344,"['PREI', 'YCHU']",African Independence: A Cup of Plenty or a Poisoned Chalice?
HIST,212,"['PREI', 'YCHU']",The Ancient Economy
HIST,232,['YCHU'],"Hitler, Stalin, and Us"
HIST,408J,"['YCHU', 'YCWR']","Global Water in the Modern Era: Capitalism, State Power, and Environmental Crisis"
HIST,323J,['YCHU'],"Race, Radicalism, and Migration in Latinx History"
HIST,136,['YCHU'],The Long Civil Rights Movement
HIST,423J,['YCSO'],Idolizing Education
HIST,210,"['PREI', 'YCHU']","Early Middle Ages, 284-1000"
HIST,384J,"['YCHU', 'YCWR']",The Theory and Practice of the struggle in South Africa
HIST,206J,"['PREI', 'YCHU', 'YCWR']",Medieval Minds and Brains
HIST,207J,"['PREI', 'YCHU', 'YCWR']","Medieval Britain: History from Art, Archaeology, and Literature"
HIST,112J,"['YCHU', 'YCWR']",Reconstruction: America's Second Founding
HIST,369J,"['YCHU', 'YCWR']","Media, Technology, and the Production of Power in Modern Africa"
HIST,289J,"['YCHU', 'YCWR']",Collecting Nature
HIST,236J,"['PREI', 'YCHU', 'YCWR']",Truth and Sedition
HIST,102J,"['YCHU', 'YCWR']",Asian Americans and the Law in 20th C. U.S. History
HSAR,247,"['YCHU', 'YXWR']",Art and Myth in Greek Antiquity
HSAR,221,['YCHU'],"Russian and Soviet Art, 1757 to the Present"
HSAR,326,['YCHU'],History of Architecture: Antiquity to the Baroque
HSAR,119,['YCHU'],Introduction to the History of Art: Asian Art and Culture
HSAR,495,['YCHU'],The Ghent Altarpiece
HSAR,492,['YCHU'],Visual Encounters in the Early Modern Atlantic World
HSAR,456,"['YCHU', 'YCWR']",Art and Politics in the Modern Middle East
HSAR,414,['YCHU'],Visual Storytelling in South Asia
HSAR,409,['YCHU'],The Architecture of Death in Medieval Europe
HSAR,435,['YCHU'],Roman Art and Archaeology In Its Global Context
HSAR,404,"['YCHU', 'YCWR']",Decolonizing the Middle Ages
HSAR,411,"['YCHU', 'YCWR']","Art and Aesthetics in Germany, 1750 to the Present"
HSAR,399,"['YCHU', 'YCWR']",Collecting Nature
HSAR,018,['YCHU'],Twentieth Century Dance from Africa and the Diaspora
HSHM,406,"['YCHU', 'YCWR']",Healthcare for the Urban Poor
HSHM,486,"['YCHU', 'YCWR']",African Systems of Thought
HSHM,496,"['YCHU', 'YCWR']","Childbirth in America, 1650-2000"
HSHM,220,['YCHU'],Histories of Confinement: From Atlantic Slavery to Social Distancing
HSHM,263,['YCHU'],"Bodies and Machines, 1750-1939"
HSHM,407,"['PREI', 'YCHU', 'YCWR']",Collecting Nature
HSHM,444,"['YCHU', 'YCWR']",Medieval Minds and Brains
HUMS,380,"['YCHU', 'YCWR', 'YENJ']",The Bible as a Literature
HUMS,234,"['YCHU', 'YCWR', 'YENJ']",Animals in Literature and Theory
HUMS,179,"['YCHU', 'YCWR', 'YENJ']",Shakespeare's Political Plays
HUMS,133,['YCHU'],The Bible
HUMS,129,['YCHU'],From Jesus to Muhammad: Ancient Christianity to the Rise of Islam
HUMS,269,"['YCHU', 'YCWR']",Poetry and Ethics Amidst Imperial Collapse
HUMS,348,['YCHU'],World  War  II:  Homefront  Literature and Film
HUMS,095,"['YCHU', 'YCWR']","Certain Uncertainties: Literature, Physics, Philosophy"
HUMS,319,"['YCHU', 'YCWR', 'YENJ']","Poetry, Film, Music and Art: John Ashbery's Work"
HUMS,323,"['YCHU', 'YCWR']",Truth and Sedition
HUMS,027,"['YCHU', 'YCWR']",Six Pretty Good Selves
HUMS,345,['YCHU'],German Fiction Around 1800
HUMS,341,['YCHU'],Sound of the Police: The Idea of Order after the French Revolution
HUMS,344,['YCHU'],German Film from 1945 to the Present
HUMS,347,"['YCHU', 'YCWR', 'YENJ']","Land, Liberty, and Slavery from Hobbes to Defoe"
HUMS,005,['YCHU'],The Ancient Egyptian Empire of the New Kingdom
HUMS,220,"['YCHU', 'YCWR']",Collecting Nature
HUMS,241,"['YCHU', 'YENJ']",James Baldwin's American Scene
HUMS,451,['YCHU'],Karl Marx's <em>Capital</em>
HUMS,452,['YCHU'],Translating Dante
HUMS,115,[],Purposes of College Education
HUMS,291,"['YCHU', 'YCWR']",The Real and the Virtual in Literature and Film
HUMS,120,['YCHU'],"Memory, Culture, and Religion"
HUMS,217,['YCHU'],Classical Storytelling in the Modern World
HUMS,302,"['YCHU', 'YCSO']",Demagoguery and Democracy
HUMS,334,['YCHU'],Waiting: “Tragicomedy” and Magic Realism in Hard Times
HUMS,381,[],Jazz in America 1900-1960
HMRT,460,[],Independent Study
HMRT,470,[],Senior Independent Study
HGRN,130,['YCL3'],Intermediate Hungarian I
ITAL,150,['YCL5'],Advanced Composition and Conversation: Magic(al) Realism in Italian Literature and Film
ITAL,159,"['YCHU', 'YCL5']",History and Culture of Naples
ITAL,328,[],"Early Modern Ecologies: Representing Peasants, Animals, Labor, Land"
ITAL,384,['YCHU'],Representing the Holocaust
ITAL,321,['YCHU'],Translating Dante
JDST,200,['YCHU'],Jewish History and Thought to Early Modern Times
JDST,349,['YCHU'],"Ethnicity, Religion, and Nationality in Modern Jewish Culture"
JDST,110,['YCHU'],The Bible
JDST,235,['YCHU'],Introduction to Judaism in the Ancient World: From Temple to Talmud
JDST,335,"['YCHU', 'YCWR']",Jewish Philosophy
JDST,289,['YCHU'],Representing the Holocaust
JDST,392,"['YCHU', 'YCL5']",Mishnah Seminar: Tractate Megillah
JDST,353,['YCHU'],Literature at the Limit from Palestine and Israel
JDST,376,"['YCHU', 'YCWR']",Love and Romance in Medieval Jewish Culture
LAST,232,['YCSO'],Ancient Civilizations of the Andes
LAST,361,['YCHU'],History of Brazil
LAST,343,"['YCHU', 'YCL5']",Humor in Contemporary Spanish American Narrative
LAST,266,"['YCHU', 'YCL5']",Studies in Latin American Literature I
LAST,386,['YCSO'],Populism
LATN,428,"['YCHU', 'YCL5']",Verse Letters
LATN,432,"['YCHU', 'YCL5']",Seneca: Letters on Ethics
LATN,437,"['YCHU', 'YCL5']",Roman Comedy
LING,280,['YCSO'],Morphology
LING,490,['YPYN'],Research Methods in Linguistics
LING,234,"['YCQR', 'YCSO']",Quantitative Linguistics
LING,300,['YCSO'],The Cognitive Science of Sign Languages
LING,217,"['YCSO', 'YPYN']",Language and Mind
LING,103,['YCHU'],Language Contact in the Ancient World
LING,396,['YCSO'],Semantic Investigations in an Unfamiliar Language
LING,341,['YCSO'],Phonology at the Interfaces: Contrast Dispersion
LING,117,['YCSO'],Language in America
MATH,241,"['YCQR', 'YMAS', 'YPYA']",Probability Theory
MATH,222,"['YCQR', 'YMAT', 'YPYA']",Linear Algebra with Applications
MATH,230,"['YCQR', 'YMAT', 'YPYA']",Vector Calculus and Linear Algebra I
MATH,310,"['YCQR', 'YMAC', 'YMAN']",Introduction to Complex Analysis
MATH,380,['YCQR'],Modern Algebra I
MATH,440,"['YCQR', 'YMAT']",Introduction to Algebraic Geometry
MENG,473,[],Special Projects II
MENG,440,['YCQR'],"Applied Numerical Methods for Algebraic Systems, Eigensystems, and Function Approximation"
MGRK,237,['YCSO'],Populism
MGRK,236,['YCSO'],The Euro Crisis
MMES,144,['YCHU'],Making of Modern Iran
MMES,149,['YCHU'],Jewish History and Thought to Early Modern Times
MMES,235,['YCHU'],Introduction to Judaism in the Ancient World: From Temple to Talmud
MMES,140,['YCL3'],Intermediate Levantine Arabic I
MMES,391,['YCHU'],Islamic Theology and Philosophy
MMES,456,"['YCHU', 'YCWR']",Art and Politics in the Modern Middle East
MMES,308,['YCHU'],Literature at the Limit from Palestine and Israel
MMES,304,[],Modern North Africa in Flux
MMES,399,['YCSO'],Gender and Citizenship in the Middle East
MB&B,300,"['YCSC', 'YPYA']",Principles of Biochemistry I
MB&B,420,"['YCSC', 'YPYA']",Macromolecular Structure and Biophysical Analysis
MB&B,200,"['YCSC', 'YPYA']",Biochemistry
MB&B,435,"['YCQR', 'YCSC', 'YPYA']",Quantitative Approaches in Biophysics and Biochemistry
MCDB,310,"['YCSC', 'YPYA']",Physiological Systems
MCDB,202,"['YCSC', 'YPYA']",Genetics
MCDB,221L,"['YCSC', 'YCWR']",Laboratory for Foundations of Biology
MCDB,300,"['YCSC', 'YPYA']",Biochemistry
MCDB,050,['YCSC'],Immunity and Microbes
MCDB,470,[],"Tutorial in Molecular, Cellular, and Developmental Biology"
MCDB,471,['YCSC'],Senior Seminar in Biology
MUSI,207,['YCHU'],Commercial and Popular Music Theory
MUSI,210,['YCHU'],"Counterpoint, Harmony, and Form: 1500–1800"
MUSI,217,['YCHU'],Music Theory Skills at the Keyboard
MUSI,228,['YCHU'],Musical Theater Performance I
MUSI,315,"['YCQR', 'YCSC']",Fundamentals of Music Technology
MUSI,320,['YCHU'],Composition Seminar I
MUSI,352,['YCHU'],"The Western Art-Music Tradition, 1800-2020"
MUSI,404,['YCHU'],Nineteenth-Century Music: Analysis and Model Composition
MUSI,455,['YCHU'],A History of Music Notation
MUSI,491,['YCHU'],Musical Afrofuturisms
MUSI,145,"['YCHU', 'YCWR']",Music in Japan
MUSI,172,"['YCHU', 'YCWR']","Music in Words: Controversy, Critique, Invective"
MUSI,076,['YCHU'],Jazz & Architecture: Thinking Spatially in Jazz
MUSI,322,['YCHU'],Songs of Schubert and Debussy
NELC,326,['YCHU'],From Jesus to Muhammad: Ancient Christianity to the Rise of Islam
NELC,231,['YCHU'],Introduction to Judaism in the Ancient World: From Temple to Talmud
NELC,026,"['YCHU', 'YCSO']",Origins of Civilization: Egypt and Mesopotamia
NELC,382,"['YCHU', 'YCL5']",Mishnah Seminar: Tractate Megillah
NELC,005,['YCHU'],The Ancient Egyptian Empire of the New Kingdom
NELC,103,['YCHU'],Language Contact in the Ancient World
NSCI,141,"['YCSO', 'YPYS']",The Criminal Mind
NSCI,352,"['YCSC', 'YPYN']",Arrested or Adaptive Development of the Adolescent Brain
NSCI,442,['YCSC'],Neuroscience of Decision-Making
NSCI,160,"['YCSC', 'YPYC', 'YPYN']",The Human Brain
NSCI,492,['YCSC'],Senior Empirical Research Seminar
NSCI,441,['YCSC'],Computational Models of Human Behavior
NSCI,270,"['YCSC', 'YCWR']",Research Methods in Cognitive Neuroscience
OTTM,310,[],Introduction To Ottoman Turkish I
PERS,156,[],Manichaean Middle Persian & Parthian
PHIL,125,"['YCHU', 'YCWR']",Introduction to Ancient Philosophy
PHIL,179,['YCHU'],Life
PHIL,182,['YCHU'],Perspectives on Human Nature
PHIL,267,['YCQR'],Mathematical Logic
PHIL,421,['YCHU'],John Rawls
PHIL,425,['YCHU'],Topics in Epistemology
PHIL,434,['YCHU'],Disagreement and Higher-Order Evidence
PHIL,416,['YCHU'],The Philosophy of Spinoza
PHIL,274,"['YCHU', 'YCWR']",Jewish Philosophy
PHIL,444,['YCHU'],Social Ontology
PHIL,263,['YCHU'],"Skepticism, Faith, Evidence, and Rationality"
PHIL,460,['YCHU'],Hylomorphism: A Critical Assessment of Aristotle's and Neo-Aristotelian Theories
PHIL,462,['YCHU'],The Morality of Reparations
PHIL,022,['YCHU'],Philosophy of Masculinities
PHIL,443,"['YCHU', 'YCWR']","Subjectivity, Objectivity, Inter-Subjectivity"
PHIL,418,['YCHU'],Karl Marx's <em>Capital</em>
PHIL,395,[],Junior Colloquium in Cognitive Science
PHYS,320,"['YCSO', 'YCWR']",Science and Public Policy
PHYS,412,"['YCQR', 'YCSC']",Special Relativity
PLSC,253,"['YCWR', 'YENW', 'YGLR']",Journalism
PLSC,025,"['YCHU', 'YCWR']",Lincoln in Thought and Action
PLSC,030,['YCSO'],Law and the Limits of Freedom
PLSC,123,"['YCSO', 'YGLR']",Political Economy of Foreign Aid
PLSC,175,['YCSO'],Africa in International Relations
PLSC,186,[],Globalization and Domestic Politics
PLSC,220,"['YCSO', 'YCWR']",Women & Politics
PLSC,238,"['YCSO', 'YCWR']","The Education Beat: Writing on Policy, Learning, and Life"
PLSC,251,['YCSO'],American Progressivism and Its Critics
PLSC,300,"['YCSO', 'YEPA']",Rethinking the Political Enlightenment
PLSC,302,['YCHU'],Commerce and Equality: Montesquieu and Rousseau
PLSC,303,"['YCHU', 'YCSO']",Demagoguery and Democracy
PLSC,318,['YCSO'],Lincoln's Statecraft and Rhetoric
PLSC,344,"['YCQR', 'YCSO', 'YGLR']",Game Theory and Political Science
PLSC,349,"['YCQR', 'YCSO', 'YGLR']",Visualization of Political and Social Data
PLSC,352,"['YCSO', 'YGLR']",Mixed Methods Research
PLSC,357,['YCSO'],The Rise of China
PLSC,455,['YGLR'],"Big Data, AI, and Political Science: Applications to Russian Politics"
PLSC,375,['YCSO'],Populism
PLSC,138,['YCSO'],The Euro Crisis
PLSC,458,[],Modern North Africa in Flux
PLSC,201,['YCSO'],Ideas and Presidential Power: From the Founding to Trump
PLSC,361,['YCSO'],Democratic Backsliding
